OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
61,000502,11001000502,1400000US11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",8,3580,31.3,8.5,15,7,6.5,0.9,8.6,3.1,19.3,0.17918902,0.49457281,0.50542719,43.40047912,34.09903091,0.43614825,0.30766863,HSEIPly_13,NA,{918B0FB0-BFC5-450F-8560-C7DC7934E130},NA,NA,NA,NA,0,0,11001000502,B19013_001,153264,29985,"list(c(-77.06639, -77.064679, -77.063254, -77.059874, -77.05677, -77.055716, -77.054164, -77.05268, -77.056317, -77.057637, -77.057718, -77.06324, -77.066384, -77.066397, -77.06639, 38.931467, 38.931069, 38.930509, 38.930394, 38.93257, 38.930755, 38.928088, 38.925536, 38.926005, 38.926173, 38.923213, 38.92752, 38.927527, 38.929964, 38.931467))"
62,000400,11001000400,1400000US11001000400,"Census Tract 4, District of Columbia, District of Columbia",6,1481,42.2,4.1,24,14,5,4.3,8.7,4.8,20.6,0.22895796,0.51485778,0.48514222,35.18908345,33.81748358,0.36913263,0.29904529,HSEIPly_11,NA,{5C868295-800D-4415-9F96-0CCC06503F38},NA,NA,NA,NA,0,0,11001000400,B19013_001,153397,31483,"list(c(-77.07319, -77.073162, -77.07265, -77.06639, -77.066397, -77.066384, -77.06324, -77.057718, -77.056079, -77.054038, -77.056852, -77.056529, -77.059084, -77.063824, -77.067315, -77.067388, -77.068752, -77.069382, -77.071476, -77.071941, -77.072907, -77.073185, -77.073188, -77.07319, 38.927529, 38.928611, 38.931871, 38.931467, 38.929964, 38.927527, 38.92752, 38.923213, 38.923284, 38.921182, 38.920315, 38.919599, 38.918313, 38.918446, 38.918641, 38.917759, 38.916966, 38.917726, 38.920188, 38.920944, 
38.922543, 38.92362, 38.926182, 38.927529))"
63,003000,11001003000,1400000US11001003000,"Census Tract 30, District of Columbia, District of Columbia",55,4211,66.7,6.3,5.9,31,10.7,11.9,10.4,3,25.5,0.30583831,0.20227634,0.79772366,61.02096439,36.01578715,0.80156054,0.55369943,HSEIPly_55,NA,{C490C5BE-912E-4426-BACE-35AD66181945},NA,NA,NA,NA,0,0,11001003000,B19013_001,88125,24177,"list(c(-77.032663, -77.03085, -77.029709, -77.02826, -77.027744, -77.02751, -77.027443, -77.027273, -77.027046, -77.029707, -77.032407, -77.032518, -77.032612, -77.032664, -77.032663, 38.93034, 38.930932, 38.931323, 38.931821, 38.929675, 38.928705, 38.928429, 38.927731, 38.926749, 38.926742, 38.926573, 38.927538, 38.928805, 38.930163, 38.93034))"
64,009000,11001009000,1400000US11001009000,"Census Tract 90, District of Columbia, District of Columbia",156,3780,93.2,7.8,37.9,21,20.5,0,11.5,7,30.9,0.49395392,0.32860691,0.67139309,33.72999319,34.59666909,0.50560483,0.49977938,HSEIPly_156,NA,{002932F0-4C91-47AD-84D9-BE67B9DDFFA7},NA,NA,NA,NA,0,0,11001009000,B19013_001,54111,26225,"list(c(-76.965161, -76.961486, -76.9577186180641, -76.9576171486463, -76.9560509609247, -76.9438638818987, -76.9419210679896, -76.942434, -76.943623, -76.954204, -76.956458, -76.954983, -76.962634, -76.965161, 38.92526, 38.928267, 38.9307973621038, 38.9307189303778, 38.9295083310764, 38.9200882154987, 38.9185864994984, 38.918093, 38.917006, 38.917532, 38.917616, 38.918342, 38.92354, 38.92526))"
65,003902,11001003902,1400000US11001003902,"Census Tract 39.02, District of Columbia, District of Columbia",68,2274,33.5,2.6,9.4,2,0.7,1.8,8.7,2.2,20,0.10715686,0.63284446,0.36715554,42.17714407,34.14839459,0.40246786,0.25481236,HSEIPly_68,NA,{A240DD29-FA51-4534-9BEA-5B37B210600A},NA,NA,NA,NA,0,0,11001003902,B19013_001,135211,43213,"list(c(-77.049515, -77.046162, -77.04491, -77.044534, -77.043368, -77.041887, -77.041214, -77.041214, -77.041604, -77.041099, -77.043677, -77.043359, -77.04734, -77.048565, -77.049515, 38.928134, 38.92596, 38.926578, 38.928123, 38.927969, 38.927229, 38.927182, 38.92686, 38.925472, 38.925233, 38.923425, 38.923239, 38.923248, 38.923344, 38.928134))"
66,003400,11001003400,1400000US11001003400,"Census Tract 34, District of Columbia, District of Columbia",60,5014,69.1,1.5,4.3,15,8.5,0.5,12.9,2.1,24.2,0.23365274,0.11436916,0.88563084,50.24086748,35.71917875,0.75172537,0.49268905,HSEIPly_60,NA,{62031555-9B3A-4FD3-BF9F-FFBCBC5115D5},NA,NA,NA,NA,0,0,11001003400,B19013_001,104485,47594,"list(c(-77.022964, -77.021278, -77.02045, -77.019329, -77.017807, -77.016749, -77.014474, -77.012142, -77.012146, -77.012148, -77.014935, -77.014802, -77.014501, -77.014374, -77.014278, -77.014085, -77.014085, -77.0169, -77.017066, -77.018109, -77.020658, -77.021893, -77.021894, -77.021899, -77.021912, -77.022523, -77.022612, -77.022964, 38.927226, 38.92746, 38.927534, 38.927938, 38.927938, 38.927536, 38.926345, 38.926282, 38.922375, 38.921306, 38.920668, 38.919663, 38.916995, 38.915886, 38.915054, 
38.913344, 38.912935, 38.914137, 38.914208, 38.914646, 38.915738, 38.916261, 38.916451, 38.918991, 38.919894, 38.924183, 38.924806, 38.927226))"
67,009302,11001009302,1400000US11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",162,1678,76.8,8.9,9.1,22,8.8,4.7,11,4.6,30.2,0.34525533,0.17666633,0.82333367,46.87862788,35.42651337,0.68911422,0.51718477,HSEIPly_162,NA,{476FC4B7-9949-4B77-A735-0687B01C1644},NA,NA,NA,NA,0,0,11001009302,B19013_001,91576,26095,"list(c(-76.994943, -76.994484, -76.994177, -76.988285, -76.985969, -76.985885, -76.985623, -76.988001, -76.990195, -76.996033, -76.994943, 38.923983, 38.925582, 38.92744, 38.927719, 38.927835, 38.926767, 38.92462, 38.923866, 38.923123, 38.921383, 38.923983))"
68,009102,11001009102,1400000US11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",157,4723,91.5,8.4,9.7,44,13.7,2.2,12.9,6.3,35.6,0.45593254,0.17007278,0.82992722,51.70315963,35.57057455,0.72455523,0.59024388,HSEIPly_157,NA,{F1EAF96F-F7EB-4424-8E2D-309D9E6ED3CF},NA,NA,NA,NA,0,0,11001009102,B19013_001,43697,8527,"list(c(-76.998929, -76.996033, -76.990195, -76.988001, -76.985623, -76.983815, -76.97913, -76.979001, -76.978998, -76.979006, -76.978494, -76.978295, -76.978167, -76.980806, -76.992663, -77.00173, -76.998929, 38.91557, 38.921383, 38.923123, 38.923866, 38.92462, 38.925461, 38.927709, 38.927481, 38.924509, 38.919894, 38.919185, 38.918104, 38.917282, 38.917184, 38.913034, 38.909978, 38.91557))"
69,003500,11001003500,1400000US11001003500,"Census Tract 35, District of Columbia, District of Columbia",61,4852,72.1,2.5,3.9,38,6.7,4.3,12,2.4,24.6,0.26736269,0.13941306,0.86058694,65.53165902,35.38679484,0.75740705,0.51238487,HSEIPly_61,NA,{5A26873F-C96E-4B72-AFCA-2E684B70C0D2},NA,NA,NA,NA,0,0,11001003500,B19013_001,75816,17087,"list(c(-77.027046, -77.022964, -77.022612, -77.022523, -77.021912, -77.021899, -77.021894, -77.021893, -77.023955, -77.023943, -77.024471, -77.025849, -77.027036, -77.027038, -77.027046, 38.926749, 38.927226, 38.924806, 38.924183, 38.919894, 38.918991, 38.916451, 38.916261, 38.91699, 38.917764, 38.918507, 38.920439, 38.920763, 38.923767, 38.926749))"
70,003901,11001003901,1400000US11001003901,"Census Tract 39.01, District of Columbia, District of Columbia",67,2561,39.9,5.2,4.1,10,5.1,2.8,8.7,2.2,20,0.14023097,0.17647691,0.8235231,42.17714407,35.24268406,0.65104951,0.39564024,HSEIPly_67,NA,{AFBFA80B-1B7C-4C94-A354-E7CF800EB654},NA,NA,NA,NA,0,0,11001003901,B19013_001,123465,31118,"list(c(-77.043677, -77.041099, -77.041604, -77.041214, -77.041214, -77.038287, -77.03757, -77.036707, -77.036488, -77.036939, -77.03845, -77.039936, -77.042094, -77.042684, -77.043359, -77.043677, 38.923425, 38.925233, 38.925472, 38.92686, 38.927182, 38.92715, 38.926946, 38.927118, 38.926525, 38.926285, 38.925357, 38.924486, 38.923055, 38.922661, 38.923239, 38.923425))"
71,009203,11001009203,1400000US11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",159,3229,80.8,5.6,6.6,23,14.2,3.2,11.5,4.9,30.8,0.34918404,0.28412654,0.71587346,32.6912891,35.33095735,0.60176286,0.47547345,HSEIPly_159,NA,{01E8820F-3B7E-4BDB-B075-21363AC0A8AB},NA,NA,NA,NA,0,0,11001009203,B19013_001,87598,31731,"list(c(-77.009002, -77.008971, -77.008939, -77.006293, -77.00573, -77.003629, -77.002444, -77.002993, -77.003556, -77.00057, -77.000569, -77.000569, -77.003513, -77.007134, -77.009, -77.009002, 38.918106, 38.922373, 38.926678, 38.92701, 38.926304, 38.925647, 38.925594, 38.925243, 38.923429, 38.923439, 38.922985, 38.919761, 38.918726, 38.917467, 38.916893, 38.918106))"
72,003600,11001003600,1400000US11001003600,"Census Tract 36, District of Columbia, District of Columbia",62,4858,54.6,2.6,6.6,24,9.9,1.6,9.5,2.9,24.5,0.21337979,0.17426715,0.82573285,64.11085541,35.92243889,0.80803907,0.51070943,HSEIPly_62,NA,{648ED538-C520-4E8C-81D2-F1CACB0FB3F6},NA,NA,NA,NA,0,0,11001003600,B19013_001,107610,21327,"list(c(-77.032407, -77.029707, -77.027046, -77.027038, -77.027036, -77.028866, -77.029677, -77.031941, -77.03193, -77.032132, -77.032143, -77.032407, 38.926573, 38.926742, 38.926749, 38.923767, 38.920763, 38.920657, 38.920499, 38.920064, 38.92166, 38.923635, 38.923763, 38.926573))"
73,003301,11001003301,1400000US11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",58,4195,51.1,4,6.4,12,4.7,0.3,9.8,2.6,24.1,0.18100883,0.14455508,0.85544492,43.1912174,35.84514877,0.7351274,0.45806811,HSEIPly_58,NA,{E6ED4C54-4806-40FE-A111-780833B0550B},NA,NA,NA,NA,0,0,11001003301,B19013_001,160536,52157,"list(c(-77.014935, -77.012148, -77.012146, -77.012142, -77.008939, -77.008971, -77.009002, -77.009, -77.014278, -77.014374, -77.014501, -77.014802, -77.014935, 38.920668, 38.921306, 38.922375, 38.926282, 38.926678, 38.922373, 38.918106, 38.916893, 38.915054, 38.915886, 38.916995, 38.919663, 38.920668))"
74,003702,11001003702,1400000US11001003702,"Census Tract 37.02, District of Columbia, District of Columbia",64,2518,71.7,8.5,5.6,59,12.9,3.9,10.7,2.6,25.3,0.33698898,0.17822416,0.82177584,60.02210181,35.58487177,0.75251226,0.54475062,HSEIPly_64,NA,{E992D9A7-B8C0-45B0-A24F-A1FE092B7DBD},NA,NA,NA,NA,0,0,11001003702,B19013_001,41719,22562,"list(c(-77.036489, -77.035484, -77.032407, -77.032143, -77.032132, -77.035309, -77.035309, -77.036491, -77.036489, 38.926272, 38.926325, 38.926573, 38.923763, 38.923635, 38.923433, 38.923295, 38.92325, 38.926272))"
75,003802,11001003802,1400000US11001003802,"Census Tract 38.02, District of Columbia, District of Columbia",66,3221,45.6,6.1,4,10,10.3,0.9,8.5,2.4,21.3,0.16744012,0.20564721,0.79435279,68.16684902,35.12059406,0.71739119,0.44241566,HSEIPly_66,NA,{4B4A14D2-589E-40C2-8523-8AEA294F6FD6},NA,NA,NA,NA,0,0,11001003802,B19013_001,135094,31394,"list(c(-77.042094, -77.039936, -77.03845, -77.036939, -77.036488, -77.036489, -77.036491, -77.036488, -77.038889, -77.040042, -77.040755, -77.041704, -77.042684, -77.042094, 38.923055, 38.924486, 38.925357, 38.926285, 38.926525, 38.926272, 38.92325, 38.922732, 38.921351, 38.920666, 38.919848, 38.919659, 38.922661, 38.923055))"
76,000702,11001000702,1400000US11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",10,2971,33.7,3.5,13.7,18,8.3,1.9,9.6,2.5,20.7,0.1837846,0.37922779,0.62077222,48.64404082,34.05780675,0.47861912,0.33120186,HSEIPly_15,NA,{0E7C0735-D348-4799-A76E-DCFCDF487C10},NA,NA,NA,NA,0,0,11001000702,B19013_001,71747,8706,"list(c(-77.082565, -77.082, -77.081651, -77.080002, -77.078979, -77.077048, -77.077048, -77.073858, -77.073858, -77.073188, -77.073185, -77.072907, -77.073195, -77.074697, -77.077052, -77.077909, -77.080715, -77.082006, -77.082565, 38.921497, 38.924639, 38.926257, 38.925966, 38.926183, 38.926183, 38.925744, 38.925586, 38.926185, 38.926182, 38.92362, 38.922543, 38.922544, 38.922548, 38.922549, 38.922549, 38.92255, 38.921524, 38.921497))"
77,009204,11001009204,1400000US11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",160,3265,91.3,11.8,14.4,46,17.5,2.3,12.6,6.5,34.5,0.4969442,0.20718863,0.79281137,59.43928696,35.86442229,0.776715,0.6368296,HSEIPly_160,NA,{013B2FA6-98C5-4319-8705-BD3496997DC2},NA,NA,NA,NA,0,0,11001009204,B19013_001,36132,10855,"list(c(-77.002993, -77.002444, -77.00057, -76.996173, -76.994966, -76.994484, -76.994943, -76.996033, -77.000569, -77.000569, -77.00057, -77.003556, -77.002993, 38.925243, 38.925594, 38.925591, 38.925582, 38.925582, 38.925582, 38.923983, 38.921383, 38.919761, 38.922985, 38.923439, 38.923429, 38.925243))"
78,003701,11001003701,1400000US11001003701,"Census Tract 37.01, District of Columbia, District of Columbia",63,2302,40.7,5.8,4.9,14,4.4,2.3,10.7,2.6,25.3,0.19766869,0.36976919,0.63023081,60.02210181,35.41681474,0.68319658,0.44043263,HSEIPly_63,NA,{6BE9F831-877E-4368-BB9B-8320FB5CE528},NA,NA,NA,NA,0,0,11001003701,B19013_001,88654,66245,"list(c(-77.036494, -77.036488, -77.036491, -77.035309, -77.035309, -77.032132, -77.03193, -77.031941, -77.033895, -77.034726, -77.036496, -77.036494, 38.920364, 38.922732, 38.92325, 38.923295, 38.923433, 38.923635, 38.92166, 38.920064, 38.91964, 38.919179, 38.919145, 38.920364))"
79,004001,11001004001,1400000US11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",69,4785,17.8,4.5,7.6,4,3.8,0,8.5,2.7,19.7,0.09999484,0.38952905,0.61047095,50.66778868,34.30891511,0.51306275,0.3065288,HSEIPly_69,NA,{5C052B16-6751-4214-A592-D5AF2DABC109},NA,NA,NA,NA,0,0,11001004001,B19013_001,153650,5886,"list(c(-77.050181, -77.04854, -77.048565, -77.04734, -77.043359, -77.042684, -77.043143, -77.044398, -77.044781, -77.046066, -77.046285, -77.04674, -77.046986, -77.04794, -77.049057, -77.050181, 38.921241, 38.922771, 38.923344, 38.923248, 38.923239, 38.922661, 38.922334, 38.919664, 38.919052, 38.91702, 38.915991, 38.916767, 38.91725, 38.918613, 38.919324, 38.921241))"
80,003801,11001003801,1400000US11001003801,"Census Tract 38.01, District of Columbia, District of Columbia",65,1677,37.7,4.3,11.7,2,7,0,8.5,2.4,21.3,0.14707676,0.14304645,0.85695355,68.16684902,35.18850514,0.74160647,0.44434161,HSEIPly_65,NA,{533B0432-68CD-4C00-B6AA-16645426BA49},NA,NA,NA,NA,0,0,11001003801,B19013_001,102980,20956,"list(c(-77.041704, -77.040755, -77.040042, -77.038889, -77.036488, -77.036494, -77.036496, -77.038473, -77.040191, -77.041224, -77.041656, -77.041704, 38.919659, 38.919848, 38.920666, 38.921351, 38.922732, 38.920364, 38.919145, 38.918523, 38.918044, 38.917008, 38.91678, 38.919659))"
81,004002,11001004002,1400000US11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",70,3436,21.8,1.6,16.7,5,5.9,1.8,8.3,2.1,18.7,0.1159602,0.19142545,0.80857455,68.09338301,35.07562631,0.71538027,0.41567023,HSEIPly_70,NA,{FCD2BBA6-8524-44F9-8CD9-38454589F4A0},NA,NA,NA,NA,0,0,11001004002,B19013_001,154792,41441,"list(c(-77.046285, -77.046066, -77.044781, -77.044398, -77.043143, -77.042684, -77.041704, -77.041656, -77.043436, -77.046088, -77.046285, 38.915991, 38.91702, 38.919052, 38.919664, 38.922334, 38.922661, 38.919659, 38.91678, 38.915888, 38.914434, 38.915991))"
82,000300,11001000300,1400000US11001000300,"Census Tract 3, District of Columbia, District of Columbia",5,6504,22.9,9.5,8.7,19,4.4,1.6,9.4,2.5,19.2,0.16954929,0.47422245,0.52577755,39.5654761,33.88872911,0.4030199,0.28628459,HSEIPly_10,NA,{15BEF384-0B8E-44F3-BBD7-1E1DD834A82E},NA,NA,NA,NA,0,0,11001000300,B19013_001,156483,22674,"list(c(-77.082565, -77.082006, -77.080715, -77.077909, -77.077052, -77.074697, -77.073195, -77.072907, -77.071941, -77.071476, -77.069382, -77.06941, -77.069245, -77.072676, -77.073097, -77.074327, -77.079016, -77.07896, -77.081835, -77.082558, -77.082581, -77.082565, 38.921497, 38.921524, 38.92255, 38.922549, 38.922549, 38.922548, 38.922544, 38.922543, 38.920944, 38.920188, 38.917726, 38.9166, 38.912675, 38.912594, 38.912589, 38.912589, 38.912679, 38.913451, 38.917423, 38.918662, 38.919297, 38.921497
))"
83,008702,11001008702,1400000US11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",150,3409,63.3,4,5.6,19,8.3,3.6,10.9,4.5,31.2,0.28321781,0.03284828,0.96715172,58.0796311,35.3715916,0.7575244,0.5203711,HSEIPly_150,NA,{72CA6755-A168-4DCB-8AC1-8227AE2679BC},NA,NA,NA,NA,0,0,11001008702,B19013_001,93174,10638,"list(c(-77.004937, -77.004371, -77.00351, -77.003507, -77.003513, -77.000569, -76.996033, -76.998929, -77.00173, -77.002506, -77.00473, -77.005331, -77.004937, 38.910581, 38.9126, 38.9126, 38.915568, 38.918726, 38.919761, 38.921383, 38.91557, 38.909978, 38.908001, 38.908958, 38.909211, 38.910581))"
